translation
"{'en': 'APPLICATION FOR APPROVAL', 'ro': 'CEREREA DE OMOLOGARE'}"
"{'en': 'What?\n', 'ro': '-Ce?'}"
"{'en': ""That's right."", 'ro': 'Corect.'}"
"{'en': 'Correct.\n', 'ro': 'Corect.'}"
"{'en': 'Correct.\n', 'ro': 'Corect.'}"
"{'en': 'Hello.', 'ro': 'Salut.'}"
"{'en': 'Hi.\n', 'ro': 'Salut.'}"
"{'en': 'Hi.\n', 'ro': 'Salut.'}"
"{'en': 'Well?', 'ro': 'Deci tu esti ala?'}"
"{'en': 'So?\n', 'ro': 'Deci tu esti ala?'}"
"{'en': 'So?\n', 'ro': 'Deci tu esti ala?'}"
"{'en': 'Son?', 'ro': 'Fiule ?'}"
"{'en': 'Son?\n', 'ro': 'Fiule ?'}"
"{'en': 'Son?\n', 'ro': 'Fiule ?'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'What?', 'ro': 'Poftim ?'}"
"{'en': 'What?\n', 'ro': 'Poftim ?'}"
"{'en': 'What?\n', 'ro': 'Poftim ?'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Fine.\n', 'ro': 'Bine.'}"
"{'en': 'Fine.\n', 'ro': 'Bine.'}"
"{'en': 'Oh, my God!', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'Gemma.', 'ro': 'Gemmei.'}"
"{'en': 'Gemma.\n', 'ro': 'Gemmei.'}"
"{'en': 'Gemma.\n', 'ro': 'Gemmei.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Illogical?', 'ro': 'Ilogic ?'}"
"{'en': 'Illogical?\n', 'ro': 'Ilogic ?'}"
"{'en': 'Illogical?\n', 'ro': 'Ilogic ?'}"
"{'en': 'Drink.', 'ro': 'Bea.'}"
"{'en': 'Drink.\n', 'ro': 'Bea.'}"
"{'en': 'Drink.\n', 'ro': 'Bea.'}"
"{'en': 'You okay?', 'ro': 'Bine ?'}"
"{'en': 'Okay?\n', 'ro': 'Bine ?'}"
"{'en': 'Okay?\n', 'ro': 'Bine ?'}"
"{'en': 'What?', 'ro': 'Ce ?'}"
"{'en': 'What?\n', 'ro': 'Ce ?'}"
"{'en': 'What?\n', 'ro': 'Ce ?'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Nothing.', 'ro': '- Nimic.'}"
"{'en': 'Nothing.\n', 'ro': '- Nimic.'}"
"{'en': 'Nothing.\n', 'ro': '- Nimic.'}"
"{'en': 'Map?', 'ro': 'Hartă?'}"
"{'en': 'Map?\n', 'ro': 'Hartă?'}"
"{'en': 'Map?\n', 'ro': 'Hartă?'}"
"{'en': 'Seriously.', 'ro': 'Nu. Serios .'}"
"{'en': 'Seriously.\n', 'ro': 'Nu. Serios .'}"
"{'en': 'Seriously.\n', 'ro': 'Nu. Serios .'}"
"{'en': 'Yes.', 'ro': 'Da.'}"
"{'en': 'Yep.\n', 'ro': 'Da.'}"
"{'en': 'Yep.\n', 'ro': 'Da.'}"
"{'en': 'Got it.', 'ro': 'Inteles.'}"
"{'en': 'Understood.\n', 'ro': 'Inteles.'}"
"{'en': 'Understood.\n', 'ro': 'Inteles.'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Sit down.', 'ro': 'Sit.'}"
"{'en': 'Sit.\n', 'ro': 'Sit.'}"
"{'en': 'Sit.\n', 'ro': 'Sit.'}"
"{'en': 'Mom!', 'ro': '- Respectele mele.'}"
"{'en': 'Mama!\n', 'ro': '- Respectele mele.'}"
"{'en': 'Mama!\n', 'ro': '- Respectele mele.'}"
"{'en': 'Crying?', 'ro': 'Plângi?'}"
"{'en': 'Crying?\n', 'ro': 'Plângi?'}"
"{'en': 'Crying?\n', 'ro': 'Plângi?'}"
"{'en': 'Lucas...', 'ro': 'Lucas...'}"
"{'en': 'Lucas...\n', 'ro': 'Lucas...'}"
"{'en': 'Lucas...\n', 'ro': 'Lucas...'}"
"{'en': 'You?', 'ro': 'Tu?'}"
"{'en': 'You?\n', 'ro': 'Tu?'}"
"{'en': 'You?\n', 'ro': 'Tu?'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': ""It's Khalil!"", 'ro': 'Khalil!'}"
"{'en': 'Khalil!\n', 'ro': 'Khalil!'}"
"{'en': 'Khalil!\n', 'ro': 'Khalil!'}"
"{'en': ""It's Jake."", 'ro': 'Jake...'}"
"{'en': 'Jake.\n', 'ro': 'Jake...'}"
"{'en': 'Jake.\n', 'ro': 'Jake...'}"
"{'en': 'You.', 'ro': 'Tu.'}"
"{'en': 'You.\n', 'ro': 'Tu.'}"
"{'en': 'You.\n', 'ro': 'Tu.'}"
"{'en': 'So what?', 'ro': 'Şi?'}"
"{'en': 'And?\n', 'ro': 'Şi?'}"
"{'en': 'And?\n', 'ro': 'Şi?'}"
"{'en': 'Goodbye.', 'ro': 'Vă iubesc.'}"
"{'en': 'Bye.\n', 'ro': 'Vă iubesc.'}"
"{'en': 'Bye.\n', 'ro': 'Vă iubesc.'}"
"{'en': 'Clear.', 'ro': 'Liber.'}"
"{'en': 'Clear.\n', 'ro': 'Liber.'}"
"{'en': 'Clear.\n', 'ro': 'Liber.'}"
"{'en': 'Somewhere.', 'ro': 'Pe undeva.'}"
"{'en': 'Somewhere.\n', 'ro': 'Pe undeva.'}"
"{'en': 'Somewhere.\n', 'ro': 'Pe undeva.'}"
"{'en': 'Corps!', 'ro': 'Medic!'}"
"{'en': 'Corpsman!\n', 'ro': 'Medic!'}"
"{'en': 'Corpsman!\n', 'ro': 'Medic!'}"
"{'en': 'Who?', 'ro': 'Cu cine ?'}"
"{'en': 'Who?\n', 'ro': 'Cu cine ?'}"
"{'en': 'Who?\n', 'ro': 'Cu cine ?'}"
"{'en': 'Sawatari!', 'ro': 'Sawatari!'}"
"{'en': 'Sawatari!\n', 'ro': 'Sawatari!'}"
"{'en': 'Sawatari!\n', 'ro': 'Sawatari!'}"
"{'en': 'All right.', 'ro': 'Bine .'}"
"{'en': 'Fine.\n', 'ro': 'Bine .'}"
"{'en': 'Fine.\n', 'ro': 'Bine .'}"
"{'en': ""It's Natalie."", 'ro': 'Doi...'}"
"{'en': 'Natalie.\n', 'ro': 'Doi...'}"
"{'en': 'Natalie.\n', 'ro': 'Doi...'}"
"{'en': 'Good.', 'ro': 'Bun.'}"
"{'en': 'Good.\n', 'ro': 'Bun.'}"
"{'en': 'Good.\n', 'ro': 'Bun.'}"
"{'en': 'Come on!', 'ro': ""Dă-i drumu'!""}"
"{'en': 'Go!\n', 'ro': ""Dă-i drumu'!""}"
"{'en': 'Go!\n', 'ro': ""Dă-i drumu'!""}"
"{'en': 'Good.', 'ro': 'Bine.'}"
"{'en': 'Good.\n', 'ro': 'Bine.'}"
"{'en': 'Good.\n', 'ro': 'Bine.'}"
"{'en': 'Where?', 'ro': 'Unde ?'}"
"{'en': 'WHERE?\n', 'ro': 'Unde ?'}"
"{'en': 'WHERE?\n', 'ro': 'Unde ?'}"
"{'en': 'All right.', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Okay.\n', 'ro': 'Bine.'}"
"{'en': 'Oh, my God.', 'ro': 'Doamne.'}"
"{'en': 'God.\n', 'ro': 'Doamne.'}"
"{'en': 'God.\n', 'ro': 'Doamne.'}"
"{'en': 'Basement.', 'ro': 'Subsol.'}"
"{'en': 'Basement.\n', 'ro': 'Subsol.'}"
"{'en': 'Basement.\n', 'ro': 'Subsol.'}"
"{'en': ""It's Bartowski."", 'ro': 'Bartowski...'}"
"{'en': 'Bartowski.\n', 'ro': 'Bartowski...'}"
"{'en': 'Bartowski.\n', 'ro': 'Bartowski...'}"
"{'en': 'Lost!', 'ro': 'Pierduţi!'}"
"{'en': 'Lost!\n', 'ro': 'Pierduţi!'}"
"{'en': 'Lost!\n', 'ro': 'Pierduţi!'}"
"{'en': ""It's George!"", 'ro': 'George!'}"
"{'en': 'George!\n', 'ro': 'George!'}"
"{'en': 'George!\n', 'ro': 'George!'}"
"{'en': 'Connelly!', 'ro': 'Connelly!'}"
"{'en': 'Connelly!\n', 'ro': 'Connelly!'}"
"{'en': 'Connelly!\n', 'ro': 'Connelly!'}"
"{'en': 'Look.', 'ro': 'Ia uite.'}"
"{'en': 'Watch.\n', 'ro': 'Ia uite.'}"
"{'en': 'Watch.\n', 'ro': 'Ia uite.'}"
"{'en': 'In the meantime...', 'ro': 'Intre timp ...'}"
"{'en': 'Meanwhile...\n', 'ro': 'Intre timp ...'}"
"{'en': 'Meanwhile...\n', 'ro': 'Intre timp ...'}"
"{'en': 'Hurry!', 'ro': 'nu o văd!'}"
"{'en': 'Hurry!\n', 'ro': 'nu o văd!'}"
"{'en': 'Hurry!\n', 'ro': 'nu o văd!'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Anything.', 'ro': 'Orice.'}"
"{'en': 'Anything.\n', 'ro': 'Orice.'}"
"{'en': 'Anything.\n', 'ro': 'Orice.'}"
"{'en': 'Oh, my God!', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': 'No!\n', 'ro': 'Nu!'}"
"{'en': ""It's Ricky!"", 'ro': 'Ricky!'}"
"{'en': 'Ricky!\n', 'ro': 'Ricky!'}"
"{'en': 'Ricky!\n', 'ro': 'Ricky!'}"
"{'en': 'What do you mean?', 'ro': 'Ce.'}"
"{'en': 'How.\n', 'ro': 'Ce.'}"
"{'en': 'How.\n', 'ro': 'Ce.'}"
"{'en': 'Arrived.', 'ro': 'Sosire.'}"
"{'en': 'Arrived.\n', 'ro': 'Sosire.'}"
"{'en': 'Arrived.\n', 'ro': 'Sosire.'}"
"{'en': 'Oh, my God.', 'ro': 'La Naiba.'}"
"{'en': 'Damn.\n', 'ro': 'La Naiba.'}"
"{'en': 'Damn.\n', 'ro': 'La Naiba.'}"
"{'en': 'Ice.', 'ro': 'Gheaţă.'}"
"{'en': 'Ice.\n', 'ro': 'Gheaţă.'}"
"{'en': 'Ice.\n', 'ro': 'Gheaţă.'}"
"{'en': ""It's Noi."", 'ro': 'Noi.'}"
"{'en': 'Noi.\n', 'ro': 'Noi.'}"
"{'en': 'Noi.\n', 'ro': 'Noi.'}"
"{'en': ""What's the matter?"", 'ro': 'La naiba !'}"
"{'en': 'Fuck!\n', 'ro': 'La naiba !'}"
"{'en': 'Fuck!\n', 'ro': 'La naiba !'}"
"{'en': 'Guard!', 'ro': '- Gărzi!'}"
"{'en': 'Guard!\n', 'ro': '- Gărzi!'}"
"{'en': 'Guard!\n', 'ro': '- Gărzi!'}"
"{'en': 'Exactly.', 'ro': 'Exact.'}"
"{'en': 'Exactly.\n', 'ro': 'Exact.'}"
"{'en': 'Exactly.\n', 'ro': 'Exact.'}"
"{'en': 'Right?', 'ro': 'Corect?'}"
"{'en': 'Right?\n', 'ro': 'Corect?'}"
"{'en': 'Right?\n', 'ro': 'Corect?'}"
"{'en': 'Did it happen?', 'ro': '- Poftim?'}"
"{'en': 'Happen?\n', 'ro': '- Poftim?'}"
"{'en': 'Happen?\n', 'ro': '- Poftim?'}"
"{'en': 'Hello.', 'ro': '- Bună !'}"
"{'en': 'Hi.\n', 'ro': '- Bună !'}"
"{'en': 'Hi.\n', 'ro': '- Bună !'}"
"{'en': ""Lisa, what's this?"", 'ro': 'Lisa.'}"
"{'en': 'Lisa.\n', 'ro': 'Lisa.'}"
"{'en': 'Lisa.\n', 'ro': 'Lisa.'}"
"{'en': ""I'm sorry."", 'ro': 'Îmi pare rău.'}"
"{'en': 'Sorry.\n', 'ro': 'Îmi pare rău.'}"
"{'en': 'Sorry.\n', 'ro': 'Îmi pare rău.'}"
"{'en': 'Nothing.', 'ro': 'Nimic.'}"
"{'en': 'Nothing.\n', 'ro': 'Nimic.'}"
"{'en': 'Nothing.\n', 'ro': 'Nimic.'}"
"{'en': 'Oh, my God.', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'No.\n', 'ro': 'Nu.'}"
"{'en': 'Just...', 'ro': 'Doar...'}"
"{'en': 'Just...\n', 'ro': 'Doar...'}"
"{'en': 'Just...\n', 'ro': 'Doar...'}"
"{'en': 'http://www.facebook.com/evLSkillz', 'ro': 'http://rva.ru http://www.h-p-c.ru http://www.heliport-moscow.ru'}"
"{'en': 'http://www.facebook.com/EvLSkillz\n', 'ro': 'http://rva.ru http://www.h-p-c.ru http://www.heliport-moscow.ru'}"
"{'en': 'http://www.facebook.com/EvLSkillz\n', 'ro': 'http://rva.ru http://www.h-p-c.ru http://www.heliport-moscow.ru'}"
"{'en': '400 mg', 'ro': '400 mg'}"
"{'en': '400 mg\n', 'ro': '400 mg'}"
"{'en': '400 mg\n', 'ro': '400 mg'}"
"{'en': 'Copy message', 'ro': 'Copiază mesajul'}"
"{'en': 'Copy message\n', 'ro': 'Copiază mesajul'}"
"{'en': 'Copy message\n', 'ro': 'Copiază mesajul'}"
"{'en': '- Hurry up!', 'ro': '- Repede !'}"
"{'en': '-Hurry!\n', 'ro': '- Repede !'}"
"{'en': '-Hurry!\n', 'ro': '- Repede !'}"
"{'en': '""Burn Notice.""', 'ro': '""Burn Notice.""'}"
"{'en': '""Burn Notice.""\n', 'ro': '""Burn Notice.""'}"
"{'en': '""Burn Notice.""\n', 'ro': '""Burn Notice.""'}"
"{'en': '[Ring]', 'ro': '[Apel]'}"
"{'en': '[Ring]\n', 'ro': '[Apel]'}"
"{'en': '[Ring]\n', 'ro': '[Apel]'}"
"{'en': ""What's the matter?"", 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '8:49 a.m.', 'ro': '8:49.'}"
"{'en': '8:49.\n', 'ro': '8:49.'}"
"{'en': '8:49.\n', 'ro': '8:49.'}"
"{'en': ""That's right."", 'ro': 'Într-adevăr.'}"
"{'en': 'true.\n', 'ro': 'Într-adevăr.'}"
"{'en': 'true.\n', 'ro': 'Într-adevăr.'}"
"{'en': '- Yes.', 'ro': '-Ok.'}"
"{'en': '-Ok.\n', 'ro': '-Ok.'}"
"{'en': '-Ok.\n', 'ro': '-Ok.'}"
"{'en': '""Love, Dad.""', 'ro': 'Cu dragoste tata.'}"
"{'en': '""Love, Dad.""\n', 'ro': 'Cu dragoste tata.'}"
"{'en': '""Love, Dad.""\n', 'ro': 'Cu dragoste tata.'}"
"{'en': '- And Sam.', 'ro': '- Şi al lui Sam.'}"
"{'en': ""-And sam'S.\n"", 'ro': '- Şi al lui Sam.'}"
"{'en': ""-And sam'S.\n"", 'ro': '- Şi al lui Sam.'}"
"{'en': '- D.', 'ro': '- D.'}"
"{'en': '- D.\n', 'ro': '- D.'}"
"{'en': '- D.\n', 'ro': '- D.'}"
"{'en': ""What's the matter?"", 'ro': 'Nu!'}"
"{'en': '!\n', 'ro': 'Nu!'}"
"{'en': '!\n', 'ro': 'Nu!'}"
"{'en': '[Chewing]', 'ro': 'Da... poate.'}"
"{'en': '[chewing]\n', 'ro': 'Da... poate.'}"
"{'en': '[chewing]\n', 'ro': 'Da... poate.'}"
"{'en': '- What?', 'ro': '- Ce? - Doamne!'}"
"{'en': '-What?\n', 'ro': '- Ce? - Doamne!'}"
"{'en': '-What?\n', 'ro': '- Ce? - Doamne!'}"
"{'en': '2. The President. — The next item is the report (Doc.', 'ro': '2.'}"
"{'en': '2.\n', 'ro': '2.'}"
"{'en': '2.\n', 'ro': '2.'}"
"{'en': '(Laughter)', 'ro': '(KISSING)'}"
"{'en': '(KISSING)\n', 'ro': '(KISSING)'}"
"{'en': '(KISSING)\n', 'ro': '(KISSING)'}"
"{'en': ""1. The Council of Europe adopted the Commission's report on the implementation of the Agreement on Tariffs and Trade between the European Union and the European Union."", 'ro': '1.'}"
"{'en': '1.\n', 'ro': '1.'}"
"{'en': '1.\n', 'ro': '1.'}"
"{'en': '- Hello.', 'ro': '-Hei.'}"
"{'en': '-Hey.\n', 'ro': '-Hei.'}"
"{'en': '-Hey.\n', 'ro': '-Hei.'}"
"{'en': '7.', 'ro': '7.'}"
"{'en': '7.\n', 'ro': '7.'}"
"{'en': '7.\n', 'ro': '7.'}"
"{'en': '""Singham.""', 'ro': '""Singham.""'}"
"{'en': '""Singham.""\n', 'ro': '""Singham.""'}"
"{'en': '""Singham.""\n', 'ro': '""Singham.""'}"
"{'en': ""1. The Council of Europe adopted the Commission's report on the implementation of the Agreement on Tariffs and Trade between the European Union and the European Union."", 'ro': '1.'}"
"{'en': '1.\n', 'ro': '1.'}"
"{'en': '1.\n', 'ro': '1.'}"
"{'en': '13.', 'ro': '13.'}"
"{'en': '13.\n', 'ro': '13.'}"
"{'en': '13.\n', 'ro': '13.'}"
"{'en': 'dell (6)', 'ro': 'hp (5)'}"
"{'en': 'dell (6)\n', 'ro': 'hp (5)'}"
"{'en': 'dell (6)\n', 'ro': 'hp (5)'}"
"{'en': '- Yes.', 'ro': '- Da.'}"
"{'en': '-Yeah.\n', 'ro': '- Da.'}"
"{'en': '-Yeah.\n', 'ro': '- Da.'}"
"{'en': ""- No, it's not."", 'ro': '- Nu.'}"
"{'en': '-no.\n', 'ro': '- Nu.'}"
"{'en': '-no.\n', 'ro': '- Nu.'}"
"{'en': '- Chief Psychologist of the CIA1950-74:', 'ro': '- CIA Psiholog sef 1950-1974:'}"
"{'en': '-CIAChief Psychologist1950-74:\n', 'ro': '- CIA Psiholog sef 1950-1974:'}"
"{'en': '-CIAChief Psychologist1950-74:\n', 'ro': '- CIA Psiholog sef 1950-1974:'}"
"{'en': '3.', 'ro': '3.'}"
"{'en': '3.\n', 'ro': '3.'}"
"{'en': '3.\n', 'ro': '3.'}"
"{'en': ""- What's that?"", 'ro': '[VA]:'}"
"{'en': '[WILL]:\n', 'ro': '[VA]:'}"
"{'en': '[WILL]:\n', 'ro': '[VA]:'}"
"{'en': '- Not at all.', 'ro': '- Nu.'}"
"{'en': '-Nope.\n', 'ro': '- Nu.'}"
"{'en': '-Nope.\n', 'ro': '- Nu.'}"
"{'en': '""Dear Osama,', 'ro': 'Dragă Osama,'}"
"{'en': ""'Dear Osama,\n"", 'ro': 'Dragă Osama,'}"
"{'en': ""'Dear Osama,\n"", 'ro': 'Dragă Osama,'}"
"{'en': '- Oh, my God!', 'ro': '-Oh!'}"
"{'en': '-Oh!\n', 'ro': '-Oh!'}"
"{'en': '-Oh!\n', 'ro': '-Oh!'}"
"{'en': ""What's the matter?"", 'ro': 'Zero?'}"
"{'en': '!\n', 'ro': 'Zero?'}"
"{'en': '!\n', 'ro': 'Zero?'}"
"{'en': '- Food?', 'ro': '- Mâncare ?'}"
"{'en': '-Food?\n', 'ro': '- Mâncare ?'}"
"{'en': '-Food?\n', 'ro': '- Mâncare ?'}"
"{'en': ""What's the matter?"", 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '- Yes?', 'ro': '- Da?'}"
"{'en': '-Yeah?\n', 'ro': '- Da?'}"
"{'en': '-Yeah?\n', 'ro': '- Da?'}"
"{'en': '(screams)', 'ro': '(Plânge)'}"
"{'en': '(crying)\n', 'ro': '(Plânge)'}"
"{'en': '(crying)\n', 'ro': '(Plânge)'}"
"{'en': '1:00?', 'ro': '1:00?'}"
"{'en': '1:00?\n', 'ro': '1:00?'}"
"{'en': '1:00?\n', 'ro': '1:00?'}"
"{'en': '- Scotch.', 'ro': '- Scotch.'}"
"{'en': '-Scotch.\n', 'ro': '- Scotch.'}"
"{'en': '-Scotch.\n', 'ro': '- Scotch.'}"
"{'en': '- Edward?', 'ro': '- Edouard?'}"
"{'en': '-Edouard?\n', 'ro': '- Edouard?'}"
"{'en': '-Edouard?\n', 'ro': '- Edouard?'}"
"{'en': '42137.', 'ro': '39477.'}"
"{'en': '42137.\n', 'ro': '39477.'}"
"{'en': '42137.\n', 'ro': '39477.'}"
"{'en': '[Runting]', 'ro': '[Chiorăit]'}"
"{'en': '[Rumbling]\n', 'ro': '[Chiorăit]'}"
"{'en': '[Rumbling]\n', 'ro': '[Chiorăit]'}"
"{'en': ""What's the matter?"", 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '(Laughter)', 'ro': '(reste)'}"
"{'en': '(laughing)\n', 'ro': '(reste)'}"
"{'en': '(laughing)\n', 'ro': '(reste)'}"
"{'en': '""Come.""', 'ro': '""Vino"".'}"
"{'en': '""Come.""\n', 'ro': '""Vino"".'}"
"{'en': '""Come.""\n', 'ro': '""Vino"".'}"
"{'en': ""1. The Council of Europe adopted the Commission's report on the implementation of the Agreement on Tariffs and Trade between the European Union and the European Union."", 'ro': '1.'}"
"{'en': '1.\n', 'ro': '1.'}"
"{'en': '1.\n', 'ro': '1.'}"
"{'en': ""What's the matter?"", 'ro': 'u?'}"
"{'en': '!\n', 'ro': 'u?'}"
"{'en': '!\n', 'ro': 'u?'}"
"{'en': '""Exposed""', 'ro': 'Smallville sezon 5 - Ep 6 ""Exposed""'}"
"{'en': '""Exposed""\n', 'ro': 'Smallville sezon 5 - Ep 6 ""Exposed""'}"
"{'en': '""Exposed""\n', 'ro': 'Smallville sezon 5 - Ep 6 ""Exposed""'}"
"{'en': ""What's the matter?"", 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '""Yucky Gucky.""', 'ro': '""Fuchi Gucky"".'}"
"{'en': '""Yucky Gucky.""\n', 'ro': '""Fuchi Gucky"".'}"
"{'en': '""Yucky Gucky.""\n', 'ro': '""Fuchi Gucky"".'}"
"{'en': '3.', 'ro': '3.'}"
"{'en': '3.\n', 'ro': '3.'}"
"{'en': '3.\n', 'ro': '3.'}"
"{'en': '(SPEAKING)', 'ro': '(Bate joc)'}"
"{'en': '(SCOFFS)\n', 'ro': '(Bate joc)'}"
"{'en': '(SCOFFS)\n', 'ro': '(Bate joc)'}"
"{'en': ""What's the matter?"", 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': ""What's the matter?"", 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '- (Laughs)', 'ro': '- (Râde)'}"
"{'en': '- (Chuckles)\n', 'ro': '- (Râde)'}"
"{'en': '- (Chuckles)\n', 'ro': '- (Râde)'}"
"{'en': ""What's the matter?"", 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '!\n', 'ro': '!'}"
"{'en': '2. The President. — The next item is the report (Doc.', 'ro': '2.'}"
"{'en': '2.\n', 'ro': '2.'}"
"{'en': '2.\n', 'ro': '2.'}"
"{'en': ""- That's not true!"", 'ro': '- Nu !'}"
"{'en': '-No!\n', 'ro': '- Nu !'}"
"{'en': '-No!\n', 'ro': '- Nu !'}"
"{'en': '(chuckles):', 'ro': '(Razand):'}"
"{'en': '(chuckling):\n', 'ro': '(Razand):'}"
"{'en': '(chuckling):\n', 'ro': '(Razand):'}"
"{'en': '23.0 (182 790)', 'ro': '23, 0 (182/ 790)'}"
"{'en': '23.0 (182/790)\n', 'ro': '23, 0 (182/ 790)'}"
"{'en': '23.0 (182/790)\n', 'ro': '23, 0 (182/ 790)'}"
"{'en': '- Maybe.', 'ro': '- Poate.'}"
"{'en': '-Maybe.\n', 'ro': '- Poate.'}"
"{'en': '-Maybe.\n', 'ro': '- Poate.'}"
"{'en': '- Johnny?', 'ro': 'Johnny?'}"
"{'en': '-Johnny?\n', 'ro': 'Johnny?'}"
"{'en': '-Johnny?\n', 'ro': 'Johnny?'}"
"{'en': '5.9 (36)', 'ro': '5, 9 (36)'}"
"{'en': '5.9 (36)\n', 'ro': '5, 9 (36)'}"
"{'en': '5.9 (36)\n', 'ro': '5, 9 (36)'}"
"{'en': ""1. The Council of Europe adopted the Commission's report on the implementation of the Agreement on Tariffs and Trade between the European Union and the European Union."", 'ro': '1.'}"
"{'en': '1.\n', 'ro': '1.'}"
"{'en': '1.\n', 'ro': '1.'}"
"{'en': '..', 'ro': 'Să fac un duş mai întîi.'}"
"{'en': '..\n', 'ro': 'Să fac un duş mai întîi.'}"
"{'en': '..\n', 'ro': 'Să fac un duş mai întîi.'}"
"{'en': 'So what?', 'ro': '?'}"
"{'en': '?\n', 'ro': '?'}"
"{'en': '?\n', 'ro': '?'}"
"{'en': '- Is that it?', 'ro': '-Carol?'}"
"{'en': '-Carol?\n', 'ro': '-Carol?'}"
"{'en': '-Carol?\n', 'ro': '-Carol?'}"
"{'en': 'Black Dragon Society', 'ro': 'Black Dragon Society'}"
"{'en': 'Black Dragon Society\n', 'ro': 'Black Dragon Society'}"
"{'en': 'Black Dragon Society\n', 'ro': 'Black Dragon Society'}"
"{'en': 'The door from the south of the sky has opened.', 'ro': 'Southern Ceresc Poarta crăpat deschis.'}"
"{'en': 'Southern Heavenly Gate cracked open\n', 'ro': 'Southern Ceresc Poarta crăpat deschis.'}"
"{'en': 'Southern Heavenly Gate cracked open\n', 'ro': 'Southern Ceresc Poarta crăpat deschis.'}"
"{'en': 'KAddressbook Instant Messaging Protocol', 'ro': 'Protocol AIMName'}"
"{'en': 'KAddressbook Instant Messaging Protocol\n', 'ro': 'Protocol AIMName'}"
"{'en': 'KAddressbook Instant Messaging Protocol\n', 'ro': 'Protocol AIMName'}"
"{'en': 'I...', 'ro': 'Eu...'}"
"{'en': 'I-\n', 'ro': 'Eu...'}"
"{'en': 'I-\n', 'ro': 'Eu...'}"
"{'en': 'I...', 'ro': 'Nu.'}"
"{'en': 'I--\n', 'ro': 'Nu.'}"
"{'en': 'I--\n', 'ro': 'Nu.'}"
"{'en': 'Oh, my God.', 'ro': 'AMELIE:'}"
"{'en': 'AMELIE:\n', 'ro': 'AMELIE:'}"
"{'en': 'AMELIE:\n', 'ro': 'AMELIE:'}"
"{'en': ""Ah, that's it."", 'ro': 'Ah ...'}"
"{'en': 'Ah-\n', 'ro': 'Ah ...'}"
"{'en': 'Ah-\n', 'ro': 'Ah ...'}"
"{'en': ""That's right."", 'ro': 'Da-'}"
"{'en': 'Right-\n', 'ro': 'Da-'}"
"{'en': 'Right-\n', 'ro': 'Da-'}"
"{'en': ""What's this?"", 'ro': 'Amy:'}"
"{'en': 'Amy:\n', 'ro': 'Amy:'}"
"{'en': 'Amy:\n', 'ro': 'Amy:'}"
"{'en': 'Well, the guards...', 'ro': 'Paznicii fântânilor...'}"
"{'en': 'Well guards-\n', 'ro': 'Paznicii fântânilor...'}"
"{'en': 'Well guards-\n', 'ro': 'Paznicii fântânilor...'}"
"{'en': 'The 18/04/2010', 'ro': 'On 18/04/2010'}"
"{'en': 'On 18/04/2010\n', 'ro': 'On 18/04/2010'}"
"{'en': 'On 18/04/2010\n', 'ro': 'On 18/04/2010'}"
"{'en': 'Rare:', 'ro': 'Rare:'}"
"{'en': 'Rare:\n', 'ro': 'Rare:'}"
