translation
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': 'Huge'}"
"{'af': 'Stuur Nouedit article', 'en': 'Send : & Now'}"
"{'af': 'Stuur Nouedit article', 'en': 'Send . & Now'}"
"{'af': 'Stuur Nouedit article', 'en': 'Send & : Now'}"
"{'af': 'Stuur Nouedit article', 'en': 'Send & Now'}"
"{'af': 'Oplyn Links', 'en': ': Align Left'}"
"{'af': 'Oplyn Links', 'en': 'Align ; Left'}"
"{'af': 'Oplyn Links', 'en': '. Align Left'}"
"{'af': 'Oplyn Links', 'en': 'Align Left'}"
"{'af': 'Einde na: @ info: whatsthis', 'en': '! Log to file'}"
"{'af': 'Einde na: @ info: whatsthis', 'en': 'Log ; to file'}"
"{'af': 'Einde na: @ info: whatsthis', 'en': 'Log ! to file'}"
"{'af': 'Einde na: @ info: whatsthis', 'en': 'Log to file'}"
"{'af': 'Uitvee gekose opdrag', 'en': ', Deletes selected task'}"
"{'af': 'Uitvee gekose opdrag', 'en': 'Deletes , selected task'}"
"{'af': 'Uitvee gekose opdrag', 'en': '? Deletes selected task'}"
"{'af': 'Uitvee gekose opdrag', 'en': 'Deletes selected task'}"
"{'af': 'PeruCity in Alberta Canada', 'en': '. Provost'}"
"{'af': 'PeruCity in Alberta Canada', 'en': '; Provost'}"
"{'af': 'PeruCity in Alberta Canada', 'en': '; Provost'}"
"{'af': 'PeruCity in Alberta Canada', 'en': 'Provost'}"
"{'af': 'Kde Kieslys Redigeerder', 'en': 'KDE ? Menu Editor'}"
"{'af': 'Kde Kieslys Redigeerder', 'en': '. KDE Menu Editor'}"
"{'af': 'Kde Kieslys Redigeerder', 'en': 'KDE Menu ! Editor'}"
"{'af': 'Kde Kieslys Redigeerder', 'en': 'KDE Menu Editor'}"
"{'af': ""Wil u definitief 'n boodskap met slegs BCC-ontvangers stuur?"", 'en': 'Are you ; sure you want to . send a message with only BCC recipients?'}"
"{'af': ""Wil u definitief 'n boodskap met slegs BCC-ontvangers stuur?"", 'en': 'Are you sure you want to send a message . with only BCC recipients?'}"
"{'af': ""Wil u definitief 'n boodskap met slegs BCC-ontvangers stuur?"", 'en': 'Are you sure you want to send a message with only , BCC recipients?'}"
"{'af': ""Wil u definitief 'n boodskap met slegs BCC-ontvangers stuur?"", 'en': 'Are you sure you want to send a message with only BCC recipients?'}"
"{'af': 'No_u', 'en': ': No_w'}"
"{'af': 'No_u', 'en': ': No_w'}"
"{'af': 'No_u', 'en': ', No_w'}"
"{'af': 'No_u', 'en': 'No_w'}"
"{'af': 'Lêer uitbreidings:', 'en': 'File ? extensions:'}"
"{'af': 'Lêer uitbreidings:', 'en': '! File extensions:'}"
"{'af': 'Lêer uitbreidings:', 'en': ', File extensions:'}"
"{'af': 'Lêer uitbreidings:', 'en': 'File extensions:'}"
"{'af': 'Vertel my nou die hele saak haarfyn, moet niks terughou nie. terwyl ek notas maak.', 'en': 'Now, will you please ! tell me everything ? in fullest detail without suppressing anything while I make notes!'}"
"{'af': 'Vertel my nou die hele saak haarfyn, moet niks terughou nie. terwyl ek notas maak.', 'en': ': Now, will you please tell me everything in fullest detail without suppressing anything . while ; I make . notes!'}"
"{'af': 'Vertel my nou die hele saak haarfyn, moet niks terughou nie. terwyl ek notas maak.', 'en': '; Now, will you please tell me everything in fullest detail ! without suppressing anything while I make notes!'}"
"{'af': 'Vertel my nou die hele saak haarfyn, moet niks terughou nie. terwyl ek notas maak.', 'en': 'Now, will you please tell me everything in fullest detail without suppressing anything while I make notes!'}"
"{'af': 'In sy rede het kameraad Li gese ...', 'en': 'In his speech, ; Comrade Li said...'}"
"{'af': 'In sy rede het kameraad Li gese ...', 'en': '; In his speech, Comrade Li said...'}"
"{'af': 'In sy rede het kameraad Li gese ...', 'en': 'In his ! speech, Comrade Li said...'}"
"{'af': 'In sy rede het kameraad Li gese ...', 'en': 'In his speech, Comrade Li said...'}"
"{'af': 'Skyflading', 'en': 'Disk , Load'}"
"{'af': 'Skyflading', 'en': ': Disk Load'}"
"{'af': 'Skyflading', 'en': 'Disk . Load'}"
"{'af': 'Skyflading', 'en': 'Disk Load'}"
"{'af': 'Naa_m bevat nie', 'en': 'Na_me does not ? contain'}"
"{'af': 'Naa_m bevat nie', 'en': '? Na_me does not ! contain'}"
"{'af': 'Naa_m bevat nie', 'en': 'Na_me does . not . contain'}"
"{'af': 'Naa_m bevat nie', 'en': 'Na_me does not contain'}"
"{'af': ""Maar ons het 'n plan om daardie probleem op te los"", 'en': '? We have a plan , to solve that problem.'}"
"{'af': ""Maar ons het 'n plan om daardie probleem op te los"", 'en': 'We : have , a plan . to solve that problem.'}"
"{'af': ""Maar ons het 'n plan om daardie probleem op te los"", 'en': 'We have ! a plan to solve ; that ; problem.'}"
"{'af': ""Maar ons het 'n plan om daardie probleem op te los"", 'en': 'We have a plan to solve that problem.'}"
"{'af': 'Die besoedelaars van ons see.', 'en': 'Polluters . of our oceans.'}"
"{'af': 'Die besoedelaars van ons see.', 'en': 'Polluters ; of ; our oceans.'}"
"{'af': 'Die besoedelaars van ons see.', 'en': '? Polluters of our , oceans.'}"
"{'af': 'Die besoedelaars van ons see.', 'en': 'Polluters of our oceans.'}"
"{'af': 'Begrepen, ons gaan rigting doel.', 'en': 'Roger, Guardian, ? we are ; inbound to : target.'}"
"{'af': 'Begrepen, ons gaan rigting doel.', 'en': 'Roger, ! Guardian, : we are inbound to , target.'}"
"{'af': 'Begrepen, ons gaan rigting doel.', 'en': 'Roger, . Guardian, we are inbound to ? target.'}"
"{'af': 'Begrepen, ons gaan rigting doel.', 'en': 'Roger, Guardian, we are inbound to target.'}"
"{'af': 'Beeldbekyker', 'en': '. Image Viewer'}"
"{'af': 'Beeldbekyker', 'en': ', Image Viewer'}"
"{'af': 'Beeldbekyker', 'en': '. Image Viewer'}"
"{'af': 'Beeldbekyker', 'en': 'Image Viewer'}"
"{'af': 'bo', 'en': ': Top'}"
"{'af': 'bo', 'en': '; Top'}"
"{'af': 'bo', 'en': ', Top'}"
"{'af': 'bo', 'en': 'Top'}"
"{'af': 'VereenvoudigCyrillic, Ukrainian', 'en': ', Simplified'}"
"{'af': 'VereenvoudigCyrillic, Ukrainian', 'en': '. Simplified'}"
"{'af': 'VereenvoudigCyrillic, Ukrainian', 'en': '? Simplified'}"
"{'af': 'VereenvoudigCyrillic, Ukrainian', 'en': 'Simplified'}"
"{'af': 'is nie', 'en': ', is not'}"
"{'af': 'is nie', 'en': 'is ; not'}"
"{'af': 'is nie', 'en': ', is not'}"
"{'af': 'is nie', 'en': 'is not'}"
"{'af': 'YslandName', 'en': ', Icelandic Krona'}"
"{'af': 'YslandName', 'en': 'Icelandic ! Krona'}"
"{'af': 'YslandName', 'en': 'Icelandic ? Krona'}"
"{'af': 'YslandName', 'en': 'Icelandic Krona'}"
"{'af': 'K_opieer', 'en': ', C_opy'}"
"{'af': 'K_opieer', 'en': '? C_opy'}"
"{'af': 'K_opieer', 'en': '? C_opy'}"
"{'af': 'K_opieer', 'en': 'C_opy'}"
"{'af': 'Voeg by Driehoek', 'en': '! Use tablet angle'}"
"{'af': 'Voeg by Driehoek', 'en': ': Use tablet angle'}"
"{'af': 'Voeg by Driehoek', 'en': 'Use ; tablet angle'}"
"{'af': 'Voeg by Driehoek', 'en': 'Use tablet angle'}"
"{'af': 'gaan word deur â\x80\x99n elektroniese kommunikasienetwerkdienslisensiehouer toegang tot', 'en': 'constructed by an electronic communications ; network . service licensee renders or would'}"
"{'af': 'gaan word deur â\x80\x99n elektroniese kommunikasienetwerkdienslisensiehouer toegang tot', 'en': 'constructed by an ? electronic communications ; network service ! licensee renders . or would'}"
"{'af': 'gaan word deur â\x80\x99n elektroniese kommunikasienetwerkdienslisensiehouer toegang tot', 'en': 'constructed : by an electronic communications network service licensee renders or would'}"
"{'af': 'gaan word deur â\x80\x99n elektroniese kommunikasienetwerkdienslisensiehouer toegang tot', 'en': 'constructed by an electronic communications network service licensee renders or would'}"
"{'af': 'Ligging van beeldlêer', 'en': ': Location for Image , File'}"
"{'af': 'Ligging van beeldlêer', 'en': ': Location : for Image File'}"
"{'af': 'Ligging van beeldlêer', 'en': ': Location for : Image File'}"
"{'af': 'Ligging van beeldlêer', 'en': 'Location for Image File'}"
"{'af': 'Skakel Alle Aan', 'en': 'Turn ? On All'}"
"{'af': 'Skakel Alle Aan', 'en': 'Turn , On All'}"
"{'af': 'Skakel Alle Aan', 'en': 'Turn . On All'}"
"{'af': 'Skakel Alle Aan', 'en': 'Turn On All'}"
"{'af': 'Sagtewarebywerking', 'en': 'Software , Update'}"
"{'af': 'Sagtewarebywerking', 'en': ': Software Update'}"
"{'af': 'Sagtewarebywerking', 'en': '. Software Update'}"
"{'af': 'Sagtewarebywerking', 'en': 'Software Update'}"
"{'af': 'Aktiveer Outokorreksie', 'en': ': Enable Autocorrection'}"
"{'af': 'Aktiveer Outokorreksie', 'en': '? Enable Autocorrection'}"
"{'af': 'Aktiveer Outokorreksie', 'en': 'Enable . Autocorrection'}"
"{'af': 'Aktiveer Outokorreksie', 'en': 'Enable Autocorrection'}"
"{'af': 'Hulp', 'en': '. Help'}"
"{'af': 'Hulp', 'en': '! Help'}"
"{'af': 'Hulp', 'en': ', Help'}"
"{'af': 'Hulp', 'en': 'Help'}"
"{'af': 'Redigeer te- doen nota...', 'en': '& ? Edit To-do...'}"
"{'af': 'Redigeer te- doen nota...', 'en': '! & Edit To-do...'}"
"{'af': 'Redigeer te- doen nota...', 'en': '? & Edit To-do...'}"
"{'af': 'Redigeer te- doen nota...', 'en': '& Edit To-do...'}"
"{'af': 'Vertoon vertikaal rolstaaf', 'en': ', Vertical Scrollbar'}"
"{'af': 'Vertoon vertikaal rolstaaf', 'en': 'Vertical : Scrollbar'}"
"{'af': 'Vertoon vertikaal rolstaaf', 'en': 'Vertical ? Scrollbar'}"
"{'af': 'Vertoon vertikaal rolstaaf', 'en': 'Vertical Scrollbar'}"
"{'af': 'Absolute waarde', 'en': '. Absolute Value'}"
"{'af': 'Absolute waarde', 'en': '! Absolute Value'}"
"{'af': 'Absolute waarde', 'en': '. Absolute Value'}"
"{'af': 'Absolute waarde', 'en': 'Absolute Value'}"
"{'af': 'Slaan _na:', 'en': 'Look ? _up:'}"
"{'af': 'Slaan _na:', 'en': '? Look _up:'}"
"{'af': 'Slaan _na:', 'en': '? Look _up:'}"
"{'af': 'Slaan _na:', 'en': 'Look _up:'}"
"{'af': '21ste', 'en': '! 21st'}"
"{'af': '21ste', 'en': '! 21st'}"
"{'af': '21ste', 'en': '; 21st'}"
"{'af': '21ste', 'en': '21st'}"
"{'af': ""'n leë fondasie"", 'en': ': an empty foundation'}"
"{'af': ""'n leë fondasie"", 'en': 'an ? empty foundation'}"
"{'af': ""'n leë fondasie"", 'en': 'an empty ? foundation'}"
"{'af': ""'n leë fondasie"", 'en': 'an empty foundation'}"
"{'af': 'Copilot, neem oor.', 'en': ""Co-pilot's . aircraft.""}"
"{'af': 'Copilot, neem oor.', 'en': ""; Co-pilot's aircraft.""}"
"{'af': 'Copilot, neem oor.', 'en': ""? Co-pilot's aircraft.""}"
"{'af': 'Copilot, neem oor.', 'en': ""Co-pilot's aircraft.""}"
"{'af': 'Skep Nuwe', 'en': 'Create ! directory'}"
"{'af': 'Skep Nuwe', 'en': ', Create directory'}"
"{'af': 'Skep Nuwe', 'en': 'Create . directory'}"
"{'af': 'Skep Nuwe', 'en': 'Create directory'}"
"{'af': 'Name=Eenvoudige UitlegGenericName', 'en': '. Smeary Brush'}"
"{'af': 'Name=Eenvoudige UitlegGenericName', 'en': 'Smeary ! Brush'}"
"{'af': 'Name=Eenvoudige UitlegGenericName', 'en': 'Smeary ? Brush'}"
"{'af': 'Name=Eenvoudige UitlegGenericName', 'en': 'Smeary Brush'}"
"{'af': 'Stooring oefening lêer', 'en': 'Save Training ; Lecture'}"
"{'af': 'Stooring oefening lêer', 'en': 'Save Training ! Lecture'}"
"{'af': 'Stooring oefening lêer', 'en': '; Save Training Lecture'}"
"{'af': 'Stooring oefening lêer', 'en': 'Save Training Lecture'}"
"{'af': 'LibanonCity name (optional, probably does not need a translation)', 'en': '. Lewiston'}"
"{'af': 'LibanonCity name (optional, probably does not need a translation)', 'en': ': Lewiston'}"
"{'af': 'LibanonCity name (optional, probably does not need a translation)', 'en': ', Lewiston'}"
"{'af': 'LibanonCity name (optional, probably does not need a translation)', 'en': 'Lewiston'}"
"{'af': 'Visuele waarskuwing', 'en': 'Visual . Alerts'}"
"{'af': 'Visuele waarskuwing', 'en': 'Visual : Alerts'}"
"{'af': 'Visuele waarskuwing', 'en': 'Visual ! Alerts'}"
"{'af': 'Visuele waarskuwing', 'en': 'Visual Alerts'}"
"{'af': 'Verskoon my, hoe vaar Haar Majesteit?', 'en': '- ? Yes? Pardon , me.'}"
"{'af': 'Verskoon my, hoe vaar Haar Majesteit?', 'en': '! - Yes? Pardon : me.'}"
"{'af': 'Verskoon my, hoe vaar Haar Majesteit?', 'en': '- ! Yes? Pardon me.'}"
"{'af': 'Verskoon my, hoe vaar Haar Majesteit?', 'en': '- Yes? Pardon me.'}"
"{'af': 'Klaar', 'en': '; Done'}"
"{'af': 'Klaar', 'en': '! Done'}"
"{'af': 'Klaar', 'en': '. Done'}"
"{'af': 'Klaar', 'en': 'Done'}"
"{'af': 'Of die blokke lukrake kleure gegee moet word.', 'en': 'Whether to give ? blocks random ! colors.'}"
"{'af': 'Of die blokke lukrake kleure gegee moet word.', 'en': 'Whether to ? give blocks random . colors.'}"
"{'af': 'Of die blokke lukrake kleure gegee moet word.', 'en': 'Whether ; to give blocks random : colors.'}"
"{'af': 'Of die blokke lukrake kleure gegee moet word.', 'en': 'Whether to give blocks random colors.'}"
"{'af': 'Wat bedoel jy daarmee?', 'en': '- , What do you mean ""what do you want.""?'}"
"{'af': 'Wat bedoel jy daarmee?', 'en': '- What do ; you mean ""what do you want.""?'}"
"{'af': 'Wat bedoel jy daarmee?', 'en': '- What . do you mean ""what do you : want.""?'}"
"{'af': 'Wat bedoel jy daarmee?', 'en': '- What do you mean ""what do you want.""?'}"
"{'af': '19de', 'en': '! 19th'}"
"{'af': '19de', 'en': '! 19th'}"
"{'af': '19de', 'en': '; 19th'}"
"{'af': '19de', 'en': '19th'}"
"{'af': '* die teenkorrupsieveldtog in die Staatsdiens en die nasionale teenkorrupsieveldtog verskerp, en teen die einde van die jaar die proses vir verhoogde doeltreffendheid van ons teenkorrupsiestrategieë in alle regeringsfere afhandel', 'en': '! * while intensifying . the . public sector and national ; anti-corruption campaign, complete by the end of the year the process . further to improve the effectiveness of , our anti-corruption strategies for all spheres of government;'}"
"{'af': '* die teenkorrupsieveldtog in die Staatsdiens en die nasionale teenkorrupsieveldtog verskerp, en teen die einde van die jaar die proses vir verhoogde doeltreffendheid van ons teenkorrupsiestrategieë in alle regeringsfere afhandel', 'en': '; * ! while intensifying the public sector and national anti-corruption campaign, complete by the end of the year ; the process further to improve the effectiveness ! of our anti-corruption strategies for all spheres of government;'}"
"{'af': '* die teenkorrupsieveldtog in die Staatsdiens en die nasionale teenkorrupsieveldtog verskerp, en teen die einde van die jaar die proses vir verhoogde doeltreffendheid van ons teenkorrupsiestrategieë in alle regeringsfere afhandel', 'en': '* while intensifying the public sector and national anti-corruption campaign, complete by the ! end . of the year : the process further to improve the effectiveness , of , our anti-corruption strategies for all spheres of government;'}"
"{'af': '* die teenkorrupsieveldtog in die Staatsdiens en die nasionale teenkorrupsieveldtog verskerp, en teen die einde van die jaar die proses vir verhoogde doeltreffendheid van ons teenkorrupsiestrategieë in alle regeringsfere afhandel', 'en': '* while intensifying the public sector and national anti-corruption campaign, complete by the end of the year the process further to improve the effectiveness of our anti-corruption strategies for all spheres of government;'}"
"{'af': 'Hierdie nutsprogram vertoon die huidige verwerker-frekwensieskalering.', 'en': 'This ? utility shows ; the ? current CPU Frequency Scaling.'}"
"{'af': 'Hierdie nutsprogram vertoon die huidige verwerker-frekwensieskalering.', 'en': 'This utility shows the current . CPU Frequency Scaling.'}"
"{'af': 'Hierdie nutsprogram vertoon die huidige verwerker-frekwensieskalering.', 'en': 'This utility shows ; the current ; CPU Frequency ? Scaling.'}"
"{'af': 'Hierdie nutsprogram vertoon die huidige verwerker-frekwensieskalering.', 'en': 'This utility shows the current CPU Frequency Scaling.'}"
"{'af': ""'n Lêer kon nie geskep word by die gespesifiseerde ligging vir tydelike lêers nie"", 'en': '! A file could not be created at the ; location specified ? for temporary files'}"
"{'af': ""'n Lêer kon nie geskep word by die gespesifiseerde ligging vir tydelike lêers nie"", 'en': 'A file could , not be created at the location specified for temporary files'}"
"{'af': ""'n Lêer kon nie geskep word by die gespesifiseerde ligging vir tydelike lêers nie"", 'en': 'A . file could not be created at the location , specified for temporary files'}"
"{'af': ""'n Lêer kon nie geskep word by die gespesifiseerde ligging vir tydelike lêers nie"", 'en': 'A file could not be created at the location specified for temporary files'}"
"{'af': 'URI plaas tans oor van', 'en': '? URI currently transferring from'}"
"{'af': 'URI plaas tans oor van', 'en': 'URI ; currently transferring ? from'}"
"{'af': 'URI plaas tans oor van', 'en': '? URI currently transferring ! from'}"
"{'af': 'URI plaas tans oor van', 'en': 'URI currently transferring from'}"
"{'af': 'Stel taal', 'en': 'Set ? language'}"
"{'af': 'Stel taal', 'en': 'Set ; language'}"
"{'af': 'Stel taal', 'en': ': Set language'}"
"{'af': 'Stel taal', 'en': 'Set language'}"
"{'af': 'sodanige persoon vrystel van die bepalings van subartikels (1) tot (5).', 'en': 'person from ! the provisions of subsections (1) to : (5).'}"
"{'af': 'sodanige persoon vrystel van die bepalings van subartikels (1) tot (5).', 'en': '. person from , the provisions ? of subsections (1) to (5).'}"
"{'af': 'sodanige persoon vrystel van die bepalings van subartikels (1) tot (5).', 'en': '. person from the provisions of subsections (1) to (5).'}"
"{'af': 'sodanige persoon vrystel van die bepalings van subartikels (1) tot (5).', 'en': 'person from the provisions of subsections (1) to (5).'}"
"{'af': 'Ontdoen', 'en': ': Undo'}"
"{'af': 'Ontdoen', 'en': '; Undo'}"
"{'af': 'Ontdoen', 'en': '! Undo'}"
"{'af': 'Ontdoen', 'en': 'Undo'}"
"{'af': 'Spraakdokument', 'en': '. Speech document'}"
"{'af': 'Spraakdokument', 'en': 'Speech : document'}"
"{'af': 'Spraakdokument', 'en': ': Speech document'}"
"{'af': 'Spraakdokument', 'en': 'Speech document'}"
"{'af': '5 minute', 'en': '5 : minutes'}"
"{'af': '5 minute', 'en': '5 , minutes'}"
"{'af': '5 minute', 'en': '5 , minutes'}"
"{'af': '5 minute', 'en': '5 minutes'}"
"{'af': 'Ander…', 'en': '! Other…'}"
"{'af': 'Ander…', 'en': '? Other…'}"
"{'af': 'Ander…', 'en': ', Other…'}"
"{'af': 'Ander…', 'en': 'Other…'}"
"{'af': ""Maak die eerste letter van elke gemerkte woord 'n hoofletter"", 'en': 'Capitalize the ? first . letter of ! each selected word'}"
"{'af': ""Maak die eerste letter van elke gemerkte woord 'n hoofletter"", 'en': 'Capitalize the first , letter ! of : each selected word'}"
"{'af': ""Maak die eerste letter van elke gemerkte woord 'n hoofletter"", 'en': 'Capitalize the first letter . of ? each ! selected word'}"
"{'af': ""Maak die eerste letter van elke gemerkte woord 'n hoofletter"", 'en': 'Capitalize the first letter of each selected word'}"
"{'af': 'Stuur faks na% 1...', 'en': 'Sending fax ! to %1...'}"
"{'af': 'Stuur faks na% 1...', 'en': '? Sending : fax to %1...'}"
"{'af': 'Stuur faks na% 1...', 'en': '; Sending ; fax to %1...'}"
"{'af': 'Stuur faks na% 1...', 'en': 'Sending fax to %1...'}"
"{'af': 'Roteer 180 grade', 'en': 'Rotate ; 180 Degrees'}"
"{'af': 'Roteer 180 grade', 'en': 'Rotate . 180 Degrees'}"
"{'af': 'Roteer 180 grade', 'en': ': Rotate 180 Degrees'}"
"{'af': 'Roteer 180 grade', 'en': 'Rotate 180 Degrees'}"
"{'af': 'Bevel om te loop wanneer gekliek word', 'en': 'Command to ? execute on click'}"
"{'af': 'Bevel om te loop wanneer gekliek word', 'en': 'Command to execute on ? click'}"
"{'af': 'Bevel om te loop wanneer gekliek word', 'en': 'Command to ; execute on click'}"
"{'af': 'Bevel om te loop wanneer gekliek word', 'en': 'Command to execute on click'}"
"{'af': 'Die JPEG 2000-beeldformaat', 'en': ', The JPEG 2000 image format'}"
"{'af': 'Die JPEG 2000-beeldformaat', 'en': '? The JPEG 2000 image format'}"
"{'af': 'Die JPEG 2000-beeldformaat', 'en': ', The JPEG 2000 ? image format'}"
