translation
"{'en': 'GNOME', 'cy': 'GNOME'}"
"{'en': 'Faßberg\n', 'cy': 'Faßberg'}"
"{'en': 'Envelope feeding', 'cy': 'Porthi Amlenni'}"
"{'en': 'Envelope Feed\n', 'cy': 'Porthi Amlenni'}"
"{'en': 'Envelope Feed\n', 'cy': 'Porthi Amlenni'}"
"{'en': 'cp', 'cy': 'Rhif:% 1'}"
"{'en': 'cp\n', 'cy': 'Rhif:% 1'}"
"{'en': 'cp\n', 'cy': 'Rhif:% 1'}"
"{'en': 'Nuevo Laredo', 'cy': 'Nuevo Laredo'}"
"{'en': 'Nuevo Laredo\n', 'cy': 'Nuevo Laredo'}"
"{'en': 'Nuevo Laredo\n', 'cy': 'Nuevo Laredo'}"
"{'en': 'Fort Smith', 'cy': 'Fort Smith'}"
"{'en': 'Fort Smith\n', 'cy': 'Fort Smith'}"
"{'en': 'Fort Smith\n', 'cy': 'Fort Smith'}"
"{'en': 'San Diego', 'cy': 'San Diego'}"
"{'en': 'San Diego\n', 'cy': 'San Diego'}"
"{'en': 'San Diego\n', 'cy': 'San Diego'}"
"{'en': 'Edit palette', 'cy': ""Golygu'r Palet""}"
"{'en': 'Edit Palette\n', 'cy': ""Golygu'r Palet""}"
"{'en': 'Edit Palette\n', 'cy': ""Golygu'r Palet""}"
"{'en': 'Several vCards', 'cy': 'Mwy nag un vCard'}"
"{'en': 'Multiple vCards\n', 'cy': 'Mwy nag un vCard'}"
"{'en': 'Multiple vCards\n', 'cy': 'Mwy nag un vCard'}"
"{'en': 'German', 'cy': 'AlmaenegName'}"
"{'en': 'German\n', 'cy': 'AlmaenegName'}"
"{'en': 'German\n', 'cy': 'AlmaenegName'}"
"{'en': 'Cotonou', 'cy': 'Cotonou'}"
"{'en': 'Cotonou\n', 'cy': 'Cotonou'}"
"{'en': 'Cotonou\n', 'cy': 'Cotonou'}"
"{'en': 'United Kingdom', 'cy': 'Selma'}"
"{'en': 'Belmar\n', 'cy': 'Selma'}"
"{'en': 'Belmar\n', 'cy': 'Selma'}"
"{'en': 'Sharur', 'cy': 'Shaanxiasia. kgm'}"
"{'en': 'Sharur\n', 'cy': 'Shaanxiasia. kgm'}"
"{'en': 'Sharur\n', 'cy': 'Shaanxiasia. kgm'}"
"{'en': 'Asheboro', 'cy': 'Asheboro'}"
"{'en': 'Asheboro\n', 'cy': 'Asheboro'}"
"{'en': 'Asheboro\n', 'cy': 'Asheboro'}"
"{'en': 'Pesaro', 'cy': 'PesaroCity name (optional, probably does not need a translation)'}"
"{'en': 'Pesaro\n', 'cy': 'PesaroCity name (optional, probably does not need a translation)'}"
"{'en': 'Pesaro\n', 'cy': 'PesaroCity name (optional, probably does not need a translation)'}"
"{'en': 'Vatican City', 'cy': 'Dinas y FaticanName'}"
"{'en': 'Vatican City\n', 'cy': 'Dinas y FaticanName'}"
"{'en': 'Vatican City\n', 'cy': 'Dinas y FaticanName'}"
"{'en': 'Altamira', 'cy': 'Altamira'}"
"{'en': 'Altamira\n', 'cy': 'Altamira'}"
"{'en': 'Altamira\n', 'cy': 'Altamira'}"
"{'en': 'of December', 'cy': 'o RagfyrJanuary'}"
"{'en': 'of December\n', 'cy': 'o RagfyrJanuary'}"
"{'en': 'of December\n', 'cy': 'o RagfyrJanuary'}"
"{'en': 'I said it.', 'cy': 'Clinton'}"
"{'en': 'Clinton\n', 'cy': 'Clinton'}"
"{'en': 'Clinton\n', 'cy': 'Clinton'}"
"{'en': 'Cold Bay', 'cy': 'Cold Bay'}"
"{'en': 'Cold Bay\n', 'cy': 'Cold Bay'}"
"{'en': 'Cold Bay\n', 'cy': 'Cold Bay'}"
"{'en': 'Mecca', 'cy': 'MedinaAl Madinah al Munawwarah'}"
"{'en': 'Mecca\n', 'cy': 'MedinaAl Madinah al Munawwarah'}"
"{'en': 'Mecca\n', 'cy': 'MedinaAl Madinah al Munawwarah'}"
"{'en': 'Libya', 'cy': 'Libia'}"
"{'en': 'Libya\n', 'cy': 'Libia'}"
"{'en': 'Libya\n', 'cy': 'Libia'}"
"{'en': 'User identification number', 'cy': 'IP'}"
"{'en': 'IP\n', 'cy': 'IP'}"
"{'en': 'IP\n', 'cy': 'IP'}"
"{'en': 'Bookmark toolbar', 'cy': 'Bar Offer Nodau TudalenName'}"
"{'en': 'Bookmark Toolbar\n', 'cy': 'Bar Offer Nodau TudalenName'}"
"{'en': 'Bookmark Toolbar\n', 'cy': 'Bar Offer Nodau TudalenName'}"
"{'en': 'Ann Arbor', 'cy': 'Ann Arbor'}"
"{'en': 'Ann Arbor\n', 'cy': 'Ann Arbor'}"
"{'en': 'Ann Arbor\n', 'cy': 'Ann Arbor'}"
"{'en': 'Rear space', 'cy': 'Bylchukeyboard label'}"
"{'en': 'BackSpace\n', 'cy': 'Bylchukeyboard label'}"
"{'en': 'BackSpace\n', 'cy': 'Bylchukeyboard label'}"
"{'en': 'Other fishery products, including fishery products, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries, fisheries and aquaculture', 'cy': 'Niš'}"
"{'en': 'Niš\n', 'cy': 'Niš'}"
"{'en': 'Niš\n', 'cy': 'Niš'}"
"{'en': 'Miskolc', 'cy': 'Miskolc'}"
"{'en': 'Miskolc\n', 'cy': 'Miskolc'}"
"{'en': 'Miskolc\n', 'cy': 'Miskolc'}"
"{'en': 'Compatibility CJK', 'cy': 'Cyfaddaster CJK'}"
"{'en': 'CJK Compatibility\n', 'cy': 'Cyfaddaster CJK'}"
"{'en': 'CJK Compatibility\n', 'cy': 'Cyfaddaster CJK'}"
"{'en': 'Caribou', 'cy': 'Caribou'}"
"{'en': 'Caribou\n', 'cy': 'Caribou'}"
"{'en': 'Caribou\n', 'cy': 'Caribou'}"
"{'en': 'Several vCards', 'cy': 'Mwy nag un vCard'}"
"{'en': 'Multiple vCards\n', 'cy': 'Mwy nag un vCard'}"
"{'en': 'Multiple vCards\n', 'cy': 'Mwy nag un vCard'}"
"{'en': 'Nouadhibou', 'cy': 'Nouadhibou'}"
"{'en': 'Nouadhibou\n', 'cy': 'Nouadhibou'}"
"{'en': 'Nouadhibou\n', 'cy': 'Nouadhibou'}"
"{'en': 'City of Traverse', 'cy': 'Traverse City'}"
"{'en': 'Traverse City\n', 'cy': 'Traverse City'}"
"{'en': 'Traverse City\n', 'cy': 'Traverse City'}"
"{'en': 'Server', 'cy': '_Gwasanaethwr:'}"
"{'en': 'Server\n', 'cy': '_Gwasanaethwr:'}"
"{'en': 'Server\n', 'cy': '_Gwasanaethwr:'}"
"{'en': 'Denton', 'cy': 'Denton'}"
"{'en': 'Denton\n', 'cy': 'Denton'}"
"{'en': 'Denton\n', 'cy': 'Denton'}"
"{'en': 'Select All', 'cy': 'Dewis _Popeth'}"
"{'en': 'Select All\n', 'cy': 'Dewis _Popeth'}"
"{'en': 'Select All\n', 'cy': 'Dewis _Popeth'}"
"{'en': 'Zweibrücken', 'cy': 'Zweibrücken'}"
"{'en': 'Zweibrücken\n', 'cy': 'Zweibrücken'}"
"{'en': 'Zweibrücken\n', 'cy': 'Zweibrücken'}"
"{'en': 'Network transmission', 'cy': 'Trosglwyddiad Rhwydwaith'}"
"{'en': 'Network Transmission\n', 'cy': 'Trosglwyddiad Rhwydwaith'}"
"{'en': 'Network Transmission\n', 'cy': 'Trosglwyddiad Rhwydwaith'}"
"{'en': 'Kelowna', 'cy': 'Kelowna'}"
"{'en': 'Kelowna\n', 'cy': 'Kelowna'}"
"{'en': 'Kelowna\n', 'cy': 'Kelowna'}"
"{'en': 'Bar', 'cy': 'Barau'}"
"{'en': 'Bar\n', 'cy': 'Barau'}"
"{'en': 'Bar\n', 'cy': 'Barau'}"
"{'en': 'Dresden', 'cy': 'Dresden'}"
"{'en': 'Dresden\n', 'cy': 'Dresden'}"
"{'en': 'Dresden\n', 'cy': 'Dresden'}"
"{'en': 'Durango', 'cy': 'Durango'}"
"{'en': 'Durango\n', 'cy': 'Durango'}"
"{'en': 'Durango\n', 'cy': 'Durango'}"
"{'en': 'Telex', 'cy': 'Telecsteletype'}"
"{'en': 'Telex\n', 'cy': 'Telecsteletype'}"
"{'en': 'Telex\n', 'cy': 'Telecsteletype'}"
"{'en': 'Stephenville', 'cy': 'Stephenville'}"
"{'en': 'Stephenville\n', 'cy': 'Stephenville'}"
"{'en': 'Stephenville\n', 'cy': 'Stephenville'}"
"{'en': 'Saturday', 'cy': 'Dydd Sadwrn'}"
"{'en': 'Saturday\n', 'cy': 'Dydd Sadwrn'}"
"{'en': 'Saturday\n', 'cy': 'Dydd Sadwrn'}"
"{'en': ""It's Madison."", 'cy': 'Madisonusa. kgm'}"
"{'en': 'Madison\n', 'cy': 'Madisonusa. kgm'}"
"{'en': 'Madison\n', 'cy': 'Madisonusa. kgm'}"
"{'en': 'Glendive', 'cy': 'Glendive'}"
"{'en': 'Glendive\n', 'cy': 'Glendive'}"
"{'en': 'Glendive\n', 'cy': 'Glendive'}"
"{'en': 'Lungi', 'cy': 'Lungi'}"
"{'en': 'Lungi\n', 'cy': 'Lungi'}"
"{'en': 'Lungi\n', 'cy': 'Lungi'}"
"{'en': 'Light blue', 'cy': 'Glas YsgafnStyle name'}"
"{'en': 'Light Blue\n', 'cy': 'Glas YsgafnStyle name'}"
"{'en': 'Light Blue\n', 'cy': 'Glas YsgafnStyle name'}"
"{'en': 'Angouine', 'cy': 'Angoon'}"
"{'en': 'Angoon\n', 'cy': 'Angoon'}"
"{'en': 'Angoon\n', 'cy': 'Angoon'}"
"{'en': 'Loading', 'cy': 'Gwefru'}"
"{'en': 'Charging\n', 'cy': 'Gwefru'}"
"{'en': 'Charging\n', 'cy': 'Gwefru'}"
"{'en': 'Binghamton', 'cy': 'Binghamton'}"
"{'en': 'Binghamton\n', 'cy': 'Binghamton'}"
"{'en': 'Binghamton\n', 'cy': 'Binghamton'}"
"{'en': 'Marronage', 'cy': 'Browning'}"
"{'en': 'Browning\n', 'cy': 'Browning'}"
"{'en': 'Browning\n', 'cy': 'Browning'}"
"{'en': 'illegible', 'cy': 'annarllenadwy'}"
"{'en': 'unreadable\n', 'cy': 'annarllenadwy'}"
"{'en': 'unreadable\n', 'cy': 'annarllenadwy'}"
"{'en': 'Thunder Bay', 'cy': 'Thunder BayCity name (optional, probably does not need a translation)'}"
"{'en': 'Thunder Bay\n', 'cy': 'Thunder BayCity name (optional, probably does not need a translation)'}"
"{'en': 'Thunder Bay\n', 'cy': 'Thunder BayCity name (optional, probably does not need a translation)'}"
"{'en': 'Baninah', 'cy': 'Benina'}"
"{'en': 'Baninah\n', 'cy': 'Benina'}"
"{'en': 'Baninah\n', 'cy': 'Benina'}"
"{'en': 'Current screen', 'cy': ""Argraffu' r Sgrinlun""}"
"{'en': 'Current Screen\n', 'cy': ""Argraffu' r Sgrinlun""}"
"{'en': 'Current Screen\n', 'cy': ""Argraffu' r Sgrinlun""}"
"{'en': 'Wheaton', 'cy': 'WheatonCity name (optional, probably does not need a translation)'}"
"{'en': 'Wheaton\n', 'cy': 'WheatonCity name (optional, probably does not need a translation)'}"
"{'en': 'Wheaton\n', 'cy': 'WheatonCity name (optional, probably does not need a translation)'}"
"{'en': 'Blytheville', 'cy': 'Blytheville'}"
"{'en': 'Blytheville\n', 'cy': 'Blytheville'}"
"{'en': 'Blytheville\n', 'cy': 'Blytheville'}"
"{'en': 'Model', 'cy': 'Model'}"
"{'en': 'Model\n', 'cy': 'Model'}"
"{'en': 'Model\n', 'cy': 'Model'}"
"{'en': 'Iran', 'cy': 'Iranshahr'}"
"{'en': 'Iran\n', 'cy': 'Iranshahr'}"
"{'en': 'Iran\n', 'cy': 'Iranshahr'}"
"{'en': 'Edinburgh', 'cy': 'Caer EdinCity name (optional, probably does not need a translation)'}"
"{'en': 'Edinburgh\n', 'cy': 'Caer EdinCity name (optional, probably does not need a translation)'}"
"{'en': 'Edinburgh\n', 'cy': 'Caer EdinCity name (optional, probably does not need a translation)'}"
"{'en': 'Bella Coola', 'cy': 'Bella Coola'}"
"{'en': 'Bella Coola\n', 'cy': 'Bella Coola'}"
"{'en': 'Bella Coola\n', 'cy': 'Bella Coola'}"
"{'en': 'Translate', 'cy': 'Erfyn Troelliad'}"
"{'en': 'Translate\n', 'cy': 'Erfyn Troelliad'}"
"{'en': 'Translate\n', 'cy': 'Erfyn Troelliad'}"
"{'en': 'Natchez', 'cy': 'Natchez'}"
"{'en': 'Natchez\n', 'cy': 'Natchez'}"
"{'en': 'Natchez\n', 'cy': 'Natchez'}"
"{'en': 'Date modified', 'cy': 'Dyddiad Addaswyd'}"
"{'en': 'Date Modified\n', 'cy': 'Dyddiad Addaswyd'}"
"{'en': 'Date Modified\n', 'cy': 'Dyddiad Addaswyd'}"
"{'en': 'Rocky Mountain', 'cy': 'Rocky Mount'}"
"{'en': 'Rocky Mount\n', 'cy': 'Rocky Mount'}"
"{'en': 'Rocky Mount\n', 'cy': 'Rocky Mount'}"
"{'en': 'Honolulu', 'cy': 'Honoluluusa. kgm'}"
"{'en': 'Honolulu\n', 'cy': 'Honoluluusa. kgm'}"
"{'en': 'Honolulu\n', 'cy': 'Honoluluusa. kgm'}"
"{'en': 'Carlsbad', 'cy': 'Carlsbad'}"
"{'en': 'Carlsbad\n', 'cy': 'Carlsbad'}"
"{'en': 'Carlsbad\n', 'cy': 'Carlsbad'}"
"{'en': 'Expanded Devanagari', 'cy': 'Defanagari'}"
"{'en': 'Devanagari Extended\n', 'cy': 'Defanagari'}"
"{'en': 'Devanagari Extended\n', 'cy': 'Defanagari'}"
"{'en': 'Rosario', 'cy': 'Rosario'}"
"{'en': 'Rosario\n', 'cy': 'Rosario'}"
"{'en': 'Rosario\n', 'cy': 'Rosario'}"
"{'en': 'Masjed Soleyman', 'cy': 'Masjed-Soleymanنو شهر'}"
"{'en': 'Masjed Soleyman\n', 'cy': 'Masjed-Soleymanنو شهر'}"
"{'en': 'Masjed Soleyman\n', 'cy': 'Masjed-Soleymanنو شهر'}"
"{'en': 'Pskov', 'cy': 'Pskov'}"
"{'en': 'Pskov\n', 'cy': 'Pskov'}"
"{'en': 'Pskov\n', 'cy': 'Pskov'}"
"{'en': 'Important messages', 'cy': 'Negeseuon Pwysig'}"
"{'en': 'Important Messages\n', 'cy': 'Negeseuon Pwysig'}"
"{'en': 'Important Messages\n', 'cy': 'Negeseuon Pwysig'}"
"{'en': 'Kuantan', 'cy': 'Kuantan'}"
"{'en': 'Kuantan\n', 'cy': 'Kuantan'}"
"{'en': 'Kuantan\n', 'cy': 'Kuantan'}"
"{'en': 'Table size', 'cy': 'Maint y Bwrdd'}"
"{'en': 'Board Size\n', 'cy': 'Maint y Bwrdd'}"
"{'en': 'Board Size\n', 'cy': 'Maint y Bwrdd'}"
"{'en': 'Alhena', 'cy': 'Alhenastar name'}"
"{'en': 'Alhena\n', 'cy': 'Alhenastar name'}"
"{'en': 'Alhena\n', 'cy': 'Alhenastar name'}"
"{'en': 'Cut', 'cy': 'Torri'}"
"{'en': 'Cut\n', 'cy': 'Torri'}"
"{'en': 'Cut\n', 'cy': 'Torri'}"
"{'en': 'Choose Frontside', 'cy': 'Dewis Ochr Flaen'}"
"{'en': 'Choose Frontside\n', 'cy': 'Dewis Ochr Flaen'}"
"{'en': 'Choose Frontside\n', 'cy': 'Dewis Ochr Flaen'}"
"{'en': 'Lacone', 'cy': 'Lacon'}"
"{'en': 'Lacon\n', 'cy': 'Lacon'}"
"{'en': 'Lacon\n', 'cy': 'Lacon'}"
"{'en': 'Java IDE', 'cy': 'IDE JavaName'}"
"{'en': 'Java IDE\n', 'cy': 'IDE JavaName'}"
"{'en': 'Java IDE\n', 'cy': 'IDE JavaName'}"
"{'en': 'Town of Orange', 'cy': 'Orange City'}"
"{'en': 'Orange City\n', 'cy': 'Orange City'}"
"{'en': 'Orange City\n', 'cy': 'Orange City'}"
"{'en': 'Pigs', 'cy': 'PekingCity name (optional, probably does not need a translation)'}"
"{'en': 'Peking\n', 'cy': 'PekingCity name (optional, probably does not need a translation)'}"
"{'en': 'Peking\n', 'cy': 'PekingCity name (optional, probably does not need a translation)'}"
"{'en': 'Kigoma', 'cy': 'Kigoma'}"
"{'en': 'Kigoma\n', 'cy': 'Kigoma'}"
"{'en': 'Kigoma\n', 'cy': 'Kigoma'}"
"{'en': 'Nicaragua', 'cy': 'Nicaragua'}"
"{'en': 'Nicaragua\n', 'cy': 'Nicaragua'}"
"{'en': 'Nicaragua\n', 'cy': 'Nicaragua'}"
"{'en': 'Mineral wells', 'cy': 'Mineral WellsCity in Texas, United States'}"
"{'en': 'Mineral Wells\n', 'cy': 'Mineral WellsCity in Texas, United States'}"
"{'en': 'Mineral Wells\n', 'cy': 'Mineral WellsCity in Texas, United States'}"
"{'en': 'Totem Preferences', 'cy': 'Hoffterau Totem'}"
"{'en': 'Totem Preferences\n', 'cy': 'Hoffterau Totem'}"
"{'en': 'Totem Preferences\n', 'cy': 'Hoffterau Totem'}"
"{'en': 'Port of Dipper', 'cy': 'Copper Harbor'}"
"{'en': 'Dipper Harbour\n', 'cy': 'Copper Harbor'}"
"{'en': 'Dipper Harbour\n', 'cy': 'Copper Harbor'}"
"{'en': 'Direct mode', 'cy': 'Modd uniongyrchol'}"
"{'en': 'Direct Mode\n', 'cy': 'Modd uniongyrchol'}"
"{'en': 'Direct Mode\n', 'cy': 'Modd uniongyrchol'}"
"{'en': 'Skellefteå', 'cy': 'Skellefteå'}"
"{'en': 'Skellefteå\n', 'cy': 'Skellefteå'}"
"{'en': 'Skellefteå\n', 'cy': 'Skellefteå'}"
"{'en': 'Polygonize', 'cy': 'Croesrwygo'}"
"{'en': 'Polygonize\n', 'cy': 'Croesrwygo'}"
"{'en': 'Polygonize\n', 'cy': 'Croesrwygo'}"
"{'en': 'of the', 'cy': 'o'}"
"{'en': 'of\n', 'cy': 'o'}"
"{'en': 'of\n', 'cy': 'o'}"
"{'en': 'Port Alsworth', 'cy': 'Port Alsworth'}"
"{'en': 'Port Alsworth\n', 'cy': 'Port Alsworth'}"
"{'en': 'Port Alsworth\n', 'cy': 'Port Alsworth'}"
"{'en': 'Previous Puzzle', 'cy': 'Pos _Blaenorol'}"
"{'en': 'Previous Puzzle\n', 'cy': 'Pos _Blaenorol'}"
"{'en': 'Previous Puzzle\n', 'cy': 'Pos _Blaenorol'}"
"{'en': 'Montserrat', 'cy': 'Monterrey'}"
"{'en': 'Montserrat\n', 'cy': 'Monterrey'}"
"{'en': 'Montserrat\n', 'cy': 'Monterrey'}"
"{'en': 'Cutting Bank', 'cy': 'Cut Bank'}"
"{'en': 'Cut Bank\n', 'cy': 'Cut Bank'}"
"{'en': 'Cut Bank\n', 'cy': 'Cut Bank'}"
"{'en': 'Paphos', 'cy': 'Cahorssouthamerica. kgm'}"
"{'en': 'Paphos\n', 'cy': 'Cahorssouthamerica. kgm'}"
"{'en': 'Paphos\n', 'cy': 'Cahorssouthamerica. kgm'}"
"{'en': 'New connection', 'cy': 'Mewngofnodiad Newydd'}"
"{'en': 'New Login\n', 'cy': 'Mewngofnodiad Newydd'}"
"{'en': 'New Login\n', 'cy': 'Mewngofnodiad Newydd'}"
"{'en': 'Eastern Mongolia', 'cy': 'Mongolia Mewnol'}"
"{'en': 'Eastern Mongolia\n', 'cy': 'Mongolia Mewnol'}"
"{'en': 'Eastern Mongolia\n', 'cy': 'Mongolia Mewnol'}"
"{'en': 'Bend South', 'cy': 'South Bend'}"
"{'en': 'South Bend\n', 'cy': 'South Bend'}"
"{'en': 'South Bend\n', 'cy': 'South Bend'}"
"{'en': 'Germany', 'cy': 'Berlin'}"
"{'en': 'Berlin\n', 'cy': 'Berlin'}"
"{'en': 'Berlin\n', 'cy': 'Berlin'}"
"{'en': 'Wasilla', 'cy': 'Wasilla'}"
"{'en': 'Wasilla\n', 'cy': 'Wasilla'}"
"{'en': 'Wasilla\n', 'cy': 'Wasilla'}"
"{'en': 'Global alternate', 'cy': 'Eiledol'}"
"{'en': 'Global Alternate\n', 'cy': 'Eiledol'}"
"{'en': 'Global Alternate\n', 'cy': 'Eiledol'}"
"{'en': 'Marseille', 'cy': 'Marseille'}"
"{'en': 'Marseille\n', 'cy': 'Marseille'}"
"{'en': 'Marseille\n', 'cy': 'Marseille'}"
"{'en': 'Expression', 'cy': 'Mynegiant'}"
"{'en': 'Expression\n', 'cy': 'Mynegiant'}"
"{'en': 'Expression\n', 'cy': 'Mynegiant'}"
"{'en': 'Accepted', 'cy': 'DerbyniwydTentatively Accepted: Meeting NameMeeting'}"
"{'en': 'Accepted\n', 'cy': 'DerbyniwydTentatively Accepted: Meeting NameMeeting'}"
"{'en': 'Accepted\n', 'cy': 'DerbyniwydTentatively Accepted: Meeting NameMeeting'}"
"{'en': 'Font disabled', 'cy': 'Dileu Wynebfath'}"
"{'en': 'Disabled Font\n', 'cy': 'Dileu Wynebfath'}"
"{'en': 'Disabled Font\n', 'cy': 'Dileu Wynebfath'}"
"{'en': 'Georgian Supplement', 'cy': 'Atodiad Georgeg'}"
"{'en': 'Georgian Supplement\n', 'cy': 'Atodiad Georgeg'}"
"{'en': 'Georgian Supplement\n', 'cy': 'Atodiad Georgeg'}"
"{'en': 'Print Memos', 'cy': 'Argraffu Memos'}"
"{'en': 'Print Memos\n', 'cy': 'Argraffu Memos'}"
"{'en': 'Print Memos\n', 'cy': 'Argraffu Memos'}"
"{'en': 'Bahia', 'cy': 'Bahiabrazil. kgm'}"
"{'en': 'Bahia\n', 'cy': 'Bahiabrazil. kgm'}"
"{'en': 'Bahia\n', 'cy': 'Bahiabrazil. kgm'}"
"{'en': 'City of Miles', 'cy': 'Miles City'}"
"{'en': 'Miles City\n', 'cy': 'Miles City'}"
"{'en': 'Miles City\n', 'cy': 'Miles City'}"
"{'en': 'Jersey', 'cy': 'Jersey'}"
"{'en': 'Jersey\n', 'cy': 'Jersey'}"
"{'en': 'Jersey\n', 'cy': 'Jersey'}"
"{'en': 'invalid', 'cy': 'annilys'}"
"{'en': 'invalid\n', 'cy': 'annilys'}"
"{'en': 'invalid\n', 'cy': 'annilys'}"
"{'en': 'Lucky Lake', 'cy': 'Lucky Lake'}"
"{'en': 'Lucky Lake\n', 'cy': 'Lucky Lake'}"
"{'en': 'Lucky Lake\n', 'cy': 'Lucky Lake'}"
"{'en': 'Cache', 'cy': 'Celc'}"
"{'en': 'Cache\n', 'cy': 'Celc'}"
"{'en': 'Cache\n', 'cy': 'Celc'}"
"{'en': 'Chattering', 'cy': 'Sgwrs'}"
"{'en': 'Chat\n', 'cy': 'Sgwrs'}"
"{'en': 'Chat\n', 'cy': 'Sgwrs'}"
"{'en': 'dry', 'cy': 'eil'}"
"{'en': 'sec\n', 'cy': 'eil'}"
"{'en': 'sec\n', 'cy': 'eil'}"
"{'en': 'Visibility', 'cy': 'Gweladwy'}"
"{'en': 'Visible\n', 'cy': 'Gweladwy'}"
"{'en': 'Visible\n', 'cy': 'Gweladwy'}"
"{'en': 'KPilotDaemon', 'cy': 'KPilotGenericName'}"
"{'en': 'KPilotDaemon\n', 'cy': 'KPilotGenericName'}"
"{'en': 'KPilotDaemon\n', 'cy': 'KPilotGenericName'}"
"{'en': 'DeRidder', 'cy': 'De Ridder'}"
"{'en': 'DeRidder\n', 'cy': 'De Ridder'}"
"{'en': 'DeRidder\n', 'cy': 'De Ridder'}"
"{'en': 'Seminole', 'cy': 'Seminole'}"
"{'en': 'Seminole\n', 'cy': 'Seminole'}"
"{'en': 'Seminole\n', 'cy': 'Seminole'}"
"{'en': 'Vilano beach', 'cy': 'Solana Beach'}"
"{'en': 'Vilano Beach\n', 'cy': 'Solana Beach'}"
"{'en': 'Vilano Beach\n', 'cy': 'Solana Beach'}"
"{'en': 'Radio button', 'cy': 'heading"", ""paragraphtable"", ""combo boxstructural navigation'}"
"{'en': 'Radio Button\n', 'cy': 'heading"", ""paragraphtable"", ""combo boxstructural navigation'}"
"{'en': 'Radio Button\n', 'cy': 'heading"", ""paragraphtable"", ""combo boxstructural navigation'}"
"{'en': 'Tim Jansen', 'cy': 'Cylchfa amser:'}"
"{'en': 'Tim Jansen\n', 'cy': 'Cylchfa amser:'}"
"{'en': 'Tim Jansen\n', 'cy': 'Cylchfa amser:'}"
"{'en': 'Quang Nam', 'cy': 'vietnam. kgm'}"
"{'en': 'Quang Nam\n', 'cy': 'vietnam. kgm'}"
"{'en': 'Quang Nam\n', 'cy': 'vietnam. kgm'}"
"{'en': 'Python', 'cy': 'Python'}"
"{'en': 'Python\n', 'cy': 'Python'}"
"{'en': 'Python\n', 'cy': 'Python'}"
"{'en': 'Port Said', 'cy': 'Port Said'}"
"{'en': 'Port Said\n', 'cy': 'Port Said'}"
"{'en': 'Port Said\n', 'cy': 'Port Said'}"
"{'en': 'Spokane', 'cy': 'Spokane'}"
"{'en': 'Spokane\n', 'cy': 'Spokane'}"
"{'en': 'Spokane\n', 'cy': 'Spokane'}"
"{'en': 'Uppsalas', 'cy': 'Uppsala'}"
"{'en': 'Uppsala\n', 'cy': 'Uppsala'}"
"{'en': 'Uppsala\n', 'cy': 'Uppsala'}"
"{'en': 'Mariehamn', 'cy': 'Morbihanusa. kgm'}"
"{'en': 'Mariehamn\n', 'cy': 'Morbihanusa. kgm'}"
"{'en': 'Mariehamn\n', 'cy': 'Morbihanusa. kgm'}"
"{'en': 'Oran', 'cy': 'Iranafrica. kgm'}"
"{'en': 'Oran\n', 'cy': 'Iranafrica. kgm'}"
"{'en': 'Oran\n', 'cy': 'Iranafrica. kgm'}"
"{'en': 'Kwekwe', 'cy': 'Swedenbrazil. kgm'}"
"{'en': 'Kwekwe\n', 'cy': 'Swedenbrazil. kgm'}"
"{'en': 'Kwekwe\n', 'cy': 'Swedenbrazil. kgm'}"
"{'en': 'Failed to move', 'cy': 'Methodd y gosod.'}"
"{'en': 'Moving Failed\n', 'cy': 'Methodd y gosod.'}"
"{'en': 'Moving Failed\n', 'cy': 'Methodd y gosod.'}"
"{'en': 'Game interrupted', 'cy': ""Mae'r gêm wedi ei seibio""}"
"{'en': 'Game paused\n', 'cy': ""Mae'r gêm wedi ei seibio""}"
"{'en': 'Game paused\n', 'cy': ""Mae'r gêm wedi ei seibio""}"
"{'en': 'Friend', 'cy': 'Amami'}"
"{'en': 'Ami\n', 'cy': 'Amami'}"
"{'en': 'Ami\n', 'cy': 'Amami'}"
"{'en': 'MODULES', 'cy': 'MODYLAU'}"
"{'en': 'MODULES\n', 'cy': 'MODYLAU'}"
"{'en': 'MODULES\n', 'cy': 'MODYLAU'}"
"{'en': 'Grand total', 'cy': 'Prif Gyfanswm'}"
"{'en': 'Grand Total\n', 'cy': 'Prif Gyfanswm'}"
"{'en': 'Grand Total\n', 'cy': 'Prif Gyfanswm'}"
"{'en': 'Select the driver', 'cy': 'Dewiswch Gyrrydd'}"
"{'en': 'Select Driver\n', 'cy': 'Dewiswch Gyrrydd'}"
"{'en': 'Select Driver\n', 'cy': 'Dewiswch Gyrrydd'}"
"{'en': 'Nuevo León', 'cy': 'Nuevo Laredo'}"
"{'en': 'Nuevo León\n', 'cy': 'Nuevo Laredo'}"
"{'en': 'Nuevo León\n', 'cy': 'Nuevo Laredo'}"
"{'en': 'Movement', 'cy': 'Shift'}"
"{'en': 'Shift\n', 'cy': 'Shift'}"
"{'en': 'Shift\n', 'cy': 'Shift'}"
"{'en': 'Kiruna', 'cy': 'Kiruna'}"
"{'en': 'Kiruna\n', 'cy': 'Kiruna'}"
"{'en': 'Kiruna\n', 'cy': 'Kiruna'}"
"{'en': 'Palau', 'cy': 'Paufrance. kgm'}"
"{'en': 'Palau\n', 'cy': 'Paufrance. kgm'}"
"{'en': 'Palau\n', 'cy': 'Paufrance. kgm'}"
